data_source,prompt,ability,reward_model,extra_info
SpatialCLI-Train,"[{'role': 'user', 'content': '<image>\nBetween the straw hat and the black horn gramophone on the table, which object is positioned lower in the image, and which one is closer to the camera?\nOptions:\nA: Both objects appear at the same vertical height in the image, but the black horn gramophone is closer to the camera.\nB: The black horn gramophone is positioned lower in the image and is closer to the camera.\nC: The black horn gramophone is positioned lower in the image, but the straw hat is closer to the camera.\nD: The straw hat is positioned lower in the image and is closer to the camera.\nE: Both objects appear at the same vertical height in the image, but the straw hat is closer to the camera.\nF: The straw hat is positioned lower in the image, but the black horn gramophone is closer to the camera.\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.'}]",SpatialCLI-Train,"{'ground_truth': 'D', 'style': 'rule'}","{'index': 25, 'record_id': 'refspatial-Simulator-metadata-6f8a589a115dd76a', 'source_dataset': 'refspatial', 'source_type': 'Simulator/metadata', 'answer': 'D', 'required_capabilities': 'GD', 'difficulty_bucket': 'medium', 'num_images': 1, 'num_options': 6, 'question': 'Between the straw hat and the black horn gramophone on the table, which object is positioned lower in the image, and which one is closer to the camera?\nOptions:\nA: Both objects appear at the same vertical height in the image, but the black horn gramophone is closer to the camera.\nB: The black horn gramophone is positioned lower in the image and is closer to the camera.\nC: The black horn gramophone is positioned lower in the image, but the straw hat is closer to the camera.\nD: The straw hat is positioned lower in the image and is closer to the camera.\nE: Both objects appear at the same vertical height in the image, but the straw hat is closer to the camera.\nF: The straw hat is positioned lower in the image, but the black horn gramophone is closer to the camera.\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.', 'split': 'bench'}"
SpatialCLI-Train,"[{'role': 'user', 'content': '<image>\nBased on their axis-aligned 2D bounding boxes in the image, how do the vertical extents (y-coordinate ranges) of the tall wooden block and the pink animal figurine compare, and which object is closer to the camera?\nOptions:\nA: The vertical extents of their bounding boxes partially overlap without either enclosing the other, and the block is closer to the camera.\nB: The vertical extent of the block\'s bounding box completely encloses the vertical extent of the figurine\'s bounding box, and the figurine is closer to the camera.\nC: The vertical extent of the figurine\'s bounding box completely encloses the vertical extent of the block\'s bounding box, and the block is closer to the camera.\nD: The vertical extents of their bounding boxes partially overlap without either enclosing the other, and the figurine is closer to the camera.\nE: The vertical extent of the figurine\'s bounding box completely encloses the vertical extent of the block\'s bounding box, and the figurine is closer to the camera.\nF: The vertical extent of the block\'s bounding box completely encloses the vertical extent of the figurine\'s bounding box, and the block is closer to the camera.\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.'}]",SpatialCLI-Train,"{'ground_truth': 'B', 'style': 'rule'}","{'index': 26, 'record_id': 'bopask-object-rearrangement-d0c08b8c706fdf96', 'source_dataset': 'bopask', 'source_type': 'Object-Rearrangement', 'answer': 'B', 'required_capabilities': 'GD', 'difficulty_bucket': 'medium', 'num_images': 1, 'num_options': 6, 'question': 'Based on their axis-aligned 2D bounding boxes in the image, how do the vertical extents (y-coordinate ranges) of the tall wooden block and the pink animal figurine compare, and which object is closer to the camera?\nOptions:\nA: The vertical extents of their bounding boxes partially overlap without either enclosing the other, and the block is closer to the camera.\nB: The vertical extent of the block\'s bounding box completely encloses the vertical extent of the figurine\'s bounding box, and the figurine is closer to the camera.\nC: The vertical extent of the figurine\'s bounding box completely encloses the vertical extent of the block\'s bounding box, and the block is closer to the camera.\nD: The vertical extents of their bounding boxes partially overlap without either enclosing the other, and the figurine is closer to the camera.\nE: The vertical extent of the figurine\'s bounding box completely encloses the vertical extent of the block\'s bounding box, and the figurine is closer to the camera.\nF: The vertical extent of the block\'s bounding box completely encloses the vertical extent of the figurine\'s bounding box, and the block is closer to the camera.\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.', 'split': 'bench'}"
SpatialCLI-Train,"[{'role': 'user', 'content': '<image>\nConsider the orange soda can and the blue teapot. Which statement accurately describes the 2D position of the soda can relative to the teapot in the image, and which of the two objects is closer to the camera?\nOptions:\nA: The soda can is to the right of the teapot, and the teapot is closer to the camera.\nB: The soda can is to the left of the teapot, and the teapot is closer to the camera.\nC: The soda can is to the right of the teapot, and the soda can is closer to the camera.\nD: The soda can is to the left of the teapot, and the soda can is closer to the camera.\nE: The soda can is directly above the teapot, and the teapot is closer to the camera.\nF: The soda can is directly below the teapot, and the soda can is closer to the camera.\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.'}]",SpatialCLI-Train,"{'ground_truth': 'A', 'style': 'rule'}","{'index': 27, 'record_id': 'bopask-trajectory-b13aee5e143676a1', 'source_dataset': 'bopask', 'source_type': 'Trajectory', 'answer': 'A', 'required_capabilities': 'GD', 'difficulty_bucket': 'medium', 'num_images': 1, 'num_options': 6, 'question': 'Consider the orange soda can and the blue teapot. Which statement accurately describes the 2D position of the soda can relative to the teapot in the image, and which of the two objects is closer to the camera?\nOptions:\nA: The soda can is to the right of the teapot, and the teapot is closer to the camera.\nB: The soda can is to the left of the teapot, and the teapot is closer to the camera.\nC: The soda can is to the right of the teapot, and the soda can is closer to the camera.\nD: The soda can is to the left of the teapot, and the soda can is closer to the camera.\nE: The soda can is directly above the teapot, and the teapot is closer to the camera.\nF: The soda can is directly below the teapot, and the soda can is closer to the camera.\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.', 'split': 'bench'}"
SpatialCLI-Train,"[{'role': 'user', 'content': '<image>\nRegarding the person wearing a blue coat and the person wearing a purple textured jacket, how are they positioned horizontally relative to each other, and which side of each person is visible to the camera?\nOptions:\nA: The person in the blue coat is to the right of the person in the purple jacket, and the front side of both people is visible.\nB: The person in the blue coat is to the left of the person in the purple jacket, and the front side of the person in the blue coat and the back side of the person in the purple jacket are visible.\nC: The person in the blue coat is to the left of the person in the purple jacket, and the back side of the person in the blue coat and the front side of the person in the purple jacket are visible.\nD: The person in the blue coat is to the right of the person in the purple jacket, and the back side of both people is visible.\nE: The person in the blue coat is to the left of the person in the purple jacket, and the front side of both people is visible.\nF: The person in the blue coat is to the right of the person in the purple jacket, and the front side of the person in the blue coat and the back side of the person in the purple jacket are visible.\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.'}]",SpatialCLI-Train,"{'ground_truth': 'E', 'style': 'rule'}","{'index': 28, 'record_id': 'refspatial-2D-reasoning_template_qa-f322356a6a168ed1', 'source_dataset': 'refspatial', 'source_type': '2D/reasoning_template_qa', 'answer': 'E', 'required_capabilities': 'GP', 'difficulty_bucket': 'hard', 'num_images': 1, 'num_options': 6, 'question': 'Regarding the person wearing a blue coat and the person wearing a purple textured jacket, how are they positioned horizontally relative to each other, and which side of each person is visible to the camera?\nOptions:\nA: The person in the blue coat is to the right of the person in the purple jacket, and the front side of both people is visible.\nB: The person in the blue coat is to the left of the person in the purple jacket, and the front side of the person in the blue coat and the back side of the person in the purple jacket are visible.\nC: The person in the blue coat is to the left of the person in the purple jacket, and the back side of the person in the blue coat and the front side of the person in the purple jacket are visible.\nD: The person in the blue coat is to the right of the person in the purple jacket, and the back side of both people is visible.\nE: The person in the blue coat is to the left of the person in the purple jacket, and the front side of both people is visible.\nF: The person in the blue coat is to the right of the person in the purple jacket, and the front side of the person in the blue coat and the back side of the person in the purple jacket are visible.\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.', 'split': 'bench'}"
SpatialCLI-Train,"[{'role': 'user', 'content': '<image><image>\nIn the first image, consider the silver door handle and the white radiator mounted below the counter. Which object is further to the right, which object is closer to the camera, and what is the camera\'s translation direction from the first to the second image?\nOptions:\nA: The white radiator is further to the right, the silver door handle is closer to the camera, and the camera translates forward-left-down.\nB: The silver door handle is further to the right, the silver door handle is closer to the camera, and the camera translates backward-right-up.\nC: The white radiator is further to the right, the white radiator is closer to the camera, and the camera translates backward-right-up.\nD: The silver door handle is further to the right, the white radiator is closer to the camera, and the camera translates backward-right-up.\nE: The silver door handle is further to the right, the white radiator is closer to the camera, and the camera translates forward-left-down.\nF: The silver door handle is further to the right, the silver door handle is closer to the camera, and the camera translates forward-left-down.\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.'}]",SpatialCLI-Train,"{'ground_truth': 'F', 'style': 'rule'}","{'index': 29, 'record_id': 'refspatial-3D-multi_view_qa-a8b2eff416da69e2', 'source_dataset': 'refspatial', 'source_type': '3D/multi_view_qa', 'answer': 'F', 'required_capabilities': 'GDP', 'difficulty_bucket': 'medium', 'num_images': 2, 'num_options': 6, 'question': 'In the first image, consider the silver door handle and the white radiator mounted below the counter. Which object is further to the right, which object is closer to the camera, and what is the camera\'s translation direction from the first to the second image?\nOptions:\nA: The white radiator is further to the right, the silver door handle is closer to the camera, and the camera translates forward-left-down.\nB: The silver door handle is further to the right, the silver door handle is closer to the camera, and the camera translates backward-right-up.\nC: The white radiator is further to the right, the white radiator is closer to the camera, and the camera translates backward-right-up.\nD: The silver door handle is further to the right, the white radiator is closer to the camera, and the camera translates backward-right-up.\nE: The silver door handle is further to the right, the white radiator is closer to the camera, and the camera translates forward-left-down.\nF: The silver door handle is further to the right, the silver door handle is closer to the camera, and the camera translates forward-left-down.\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.', 'split': 'bench'}"
SpatialCLI-Train,"[{'role': 'user', 'content': '<image><image>\nBased on the first image, which object is closer to the camera: the black office chair or the brown and red paper bag? Additionally, between the first and second images, in which direction does the camera rotate its view?\nOptions:\nA: The paper bag is closer; the camera rotates down\nB: The black office chair is closer; the camera rotates right\nC: The black office chair is closer; the camera rotates left\nD: The paper bag is closer; the camera rotates right\nE: The black office chair is closer; the camera rotates down\nF: The paper bag is closer; the camera rotates left\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.'}]",SpatialCLI-Train,"{'ground_truth': 'D', 'style': 'rule'}","{'index': 30, 'record_id': 'mindcube-bench-7fd8ef9634b3959a', 'source_dataset': 'mindcube', 'source_type': 'MindCubeBench', 'answer': 'D', 'required_capabilities': 'DP', 'difficulty_bucket': 'medium', 'num_images': 2, 'num_options': 6, 'question': 'Based on the first image, which object is closer to the camera: the black office chair or the brown and red paper bag? Additionally, between the first and second images, in which direction does the camera rotate its view?\nOptions:\nA: The paper bag is closer; the camera rotates down\nB: The black office chair is closer; the camera rotates right\nC: The black office chair is closer; the camera rotates left\nD: The paper bag is closer; the camera rotates right\nE: The black office chair is closer; the camera rotates down\nF: The paper bag is closer; the camera rotates left\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.', 'split': 'bench'}"
SpatialCLI-Train,"[{'role': 'user', 'content': '<image><image>\nIn the first image, between the small white bottle and the blue tube with an orange cap, which object is located further to the right? Additionally, what is the camera\'s translation direction from the first image to the second?\nOptions:\nA: The blue tube with an orange cap; forward-left\nB: The small white bottle; backward-left\nC: The blue tube with an orange cap; backward-left\nD: The blue tube with an orange cap; forward-right\nE: The small white bottle; forward-left\nF: The small white bottle; forward-right\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.'}]",SpatialCLI-Train,"{'ground_truth': 'A', 'style': 'rule'}","{'index': 31, 'record_id': 'mindcube-bench-ac89344c31339455', 'source_dataset': 'mindcube', 'source_type': 'MindCubeBench', 'answer': 'A', 'required_capabilities': 'GP', 'difficulty_bucket': 'medium', 'num_images': 2, 'num_options': 6, 'question': 'In the first image, between the small white bottle and the blue tube with an orange cap, which object is located further to the right? Additionally, what is the camera\'s translation direction from the first image to the second?\nOptions:\nA: The blue tube with an orange cap; forward-left\nB: The small white bottle; backward-left\nC: The blue tube with an orange cap; backward-left\nD: The blue tube with an orange cap; forward-right\nE: The small white bottle; forward-left\nF: The small white bottle; forward-right\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.', 'split': 'bench'}"
SpatialCLI-Train,"[{'role': 'user', 'content': '<image><image>\nBased on the first image, what is the horizontal position of the blue toothpaste tube relative to the toy helicopter, and in which direction did the camera translate to capture the second image?\nOptions:\nA: To the left of the helicopter; the camera moved forward-right.\nB: To the right of the helicopter; the camera moved backward-left.\nC: To the right of the helicopter; the camera moved forward-left.\nD: To the left of the helicopter; the camera moved forward-left.\nE: To the right of the helicopter; the camera moved forward-right.\nF: To the left of the helicopter; the camera moved backward-left.\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.'}]",SpatialCLI-Train,"{'ground_truth': 'C', 'style': 'rule'}","{'index': 32, 'record_id': 'mindcube-bench-80016f6aeb8c0f4e', 'source_dataset': 'mindcube', 'source_type': 'MindCubeBench', 'answer': 'C', 'required_capabilities': 'GP', 'difficulty_bucket': 'medium', 'num_images': 2, 'num_options': 6, 'question': 'Based on the first image, what is the horizontal position of the blue toothpaste tube relative to the toy helicopter, and in which direction did the camera translate to capture the second image?\nOptions:\nA: To the left of the helicopter; the camera moved forward-right.\nB: To the right of the helicopter; the camera moved backward-left.\nC: To the right of the helicopter; the camera moved forward-left.\nD: To the left of the helicopter; the camera moved forward-left.\nE: To the right of the helicopter; the camera moved forward-right.\nF: To the left of the helicopter; the camera moved backward-left.\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.', 'split': 'bench'}"
SpatialCLI-Train,"[{'role': 'user', 'content': '<image>\nBetween the orange power drill and the blue box labeled POPCORN, which object is located closer to the top edge of the image, and which side of that object is visible?\nOptions:\nA: The orange power drill is closer to the top edge, and its front side is visible\nB: The blue box labeled POPCORN is closer to the top edge, and its right side is visible\nC: The orange power drill is closer to the top edge, and its right side is visible\nD: The orange power drill is closer to the top edge, and its left side is visible\nE: The blue box labeled POPCORN is closer to the top edge, and its front side is visible\nF: The blue box labeled POPCORN is closer to the top edge, and its left side is visible\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.'}]",SpatialCLI-Train,"{'ground_truth': 'F', 'style': 'rule'}","{'index': 33, 'record_id': 'bopask-trajectory-d068c26e7cde7d02', 'source_dataset': 'bopask', 'source_type': 'Trajectory', 'answer': 'F', 'required_capabilities': 'GP', 'difficulty_bucket': 'medium', 'num_images': 1, 'num_options': 6, 'question': 'Between the orange power drill and the blue box labeled POPCORN, which object is located closer to the top edge of the image, and which side of that object is visible?\nOptions:\nA: The orange power drill is closer to the top edge, and its front side is visible\nB: The blue box labeled POPCORN is closer to the top edge, and its right side is visible\nC: The orange power drill is closer to the top edge, and its right side is visible\nD: The orange power drill is closer to the top edge, and its left side is visible\nE: The blue box labeled POPCORN is closer to the top edge, and its front side is visible\nF: The blue box labeled POPCORN is closer to the top edge, and its left side is visible\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.', 'split': 'bench'}"
SpatialCLI-Train,"[{'role': 'user', 'content': '<image><image>\nFocus on the two bins visible in the first image. What type of symbol is displayed on the bin located further to the left, and what is the direction of the camera\'s translation from the first image to the second image?\nOptions:\nA: A recycling symbol; backward-left\nB: A recycling symbol; forward-left\nC: A residual waste symbol; forward-left\nD: A recycling symbol; forward-right\nE: A residual waste symbol; forward-right\nF: A residual waste symbol; backward-left\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.'}]",SpatialCLI-Train,"{'ground_truth': 'B', 'style': 'rule'}","{'index': 34, 'record_id': 'mindcube-bench-5087d97cce4ae01e', 'source_dataset': 'mindcube', 'source_type': 'MindCubeBench', 'answer': 'B', 'required_capabilities': 'GP', 'difficulty_bucket': 'medium', 'num_images': 2, 'num_options': 6, 'question': 'Focus on the two bins visible in the first image. What type of symbol is displayed on the bin located further to the left, and what is the direction of the camera\'s translation from the first image to the second image?\nOptions:\nA: A recycling symbol; backward-left\nB: A recycling symbol; forward-left\nC: A residual waste symbol; forward-left\nD: A recycling symbol; forward-right\nE: A residual waste symbol; forward-right\nF: A residual waste symbol; backward-left\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.', 'split': 'bench'}"
SpatialCLI-Train,"[{'role': 'user', 'content': '<image><image>\nBetween the first and second images, what is the reported position direction of the camera\'s motion, and in the first image, which object\'s bounding box extends further to the right?\nOptions:\nA: The camera moves backward-left, and the white trash can with a label extends further to the right\nB: The camera moves backward-right, and the white wall-mounted toilet extends further to the right\nC: The camera moves forward-right, and the white wall-mounted toilet extends further to the right\nD: The camera moves backward-left, and the white wall-mounted toilet extends further to the right\nE: The camera moves backward-right, and the white trash can with a label extends further to the right\nF: The camera moves forward-right, and the white trash can with a label extends further to the right\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.'}]",SpatialCLI-Train,"{'ground_truth': 'E', 'style': 'rule'}","{'index': 35, 'record_id': 'refspatial-3D-multi_view_qa-edf57da65e15cded', 'source_dataset': 'refspatial', 'source_type': '3D/multi_view_qa', 'answer': 'E', 'required_capabilities': 'GP', 'difficulty_bucket': 'medium', 'num_images': 2, 'num_options': 6, 'question': 'Between the first and second images, what is the reported position direction of the camera\'s motion, and in the first image, which object\'s bounding box extends further to the right?\nOptions:\nA: The camera moves backward-left, and the white trash can with a label extends further to the right\nB: The camera moves backward-right, and the white wall-mounted toilet extends further to the right\nC: The camera moves forward-right, and the white wall-mounted toilet extends further to the right\nD: The camera moves backward-left, and the white wall-mounted toilet extends further to the right\nE: The camera moves backward-right, and the white trash can with a label extends further to the right\nF: The camera moves forward-right, and the white trash can with a label extends further to the right\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.', 'split': 'bench'}"
SpatialCLI-Train,"[{'role': 'user', 'content': '<image><image>\nConsider the orange toy airplane and the tube of toothpaste in the first image. Which of these objects occupies a wider horizontal span (has a greater bounding box width), and in which direction did the camera view rotate between the first and second images?\nOptions:\nA: The orange toy airplane; the camera view rotated down.\nB: The orange toy airplane; the camera view rotated left.\nC: The tube of toothpaste; the camera view rotated down.\nD: The orange toy airplane; the camera view rotated right.\nE: The tube of toothpaste; the camera view rotated left.\nF: The tube of toothpaste; the camera view rotated right.\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.'}]",SpatialCLI-Train,"{'ground_truth': 'D', 'style': 'rule'}","{'index': 36, 'record_id': 'mindcube-bench-0574bf4fe52ccd89', 'source_dataset': 'mindcube', 'source_type': 'MindCubeBench', 'answer': 'D', 'required_capabilities': 'GP', 'difficulty_bucket': 'medium', 'num_images': 2, 'num_options': 6, 'question': 'Consider the orange toy airplane and the tube of toothpaste in the first image. Which of these objects occupies a wider horizontal span (has a greater bounding box width), and in which direction did the camera view rotate between the first and second images?\nOptions:\nA: The orange toy airplane; the camera view rotated down.\nB: The orange toy airplane; the camera view rotated left.\nC: The tube of toothpaste; the camera view rotated down.\nD: The orange toy airplane; the camera view rotated right.\nE: The tube of toothpaste; the camera view rotated left.\nF: The tube of toothpaste; the camera view rotated right.\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.', 'split': 'bench'}"
SpatialCLI-Train,"[{'role': 'user', 'content': '<image><image>\nIn the first image, does the beige headboard cushion on the left side of the bed appear above or below the green ball in the 2D image plane? Furthermore, what are the camera\'s translation direction and view rotation from the first image to the second?\nOptions:\nA: The cushion is above the green ball; the camera moved forward-left and rotated left.\nB: The cushion is below the green ball; the camera moved forward-left and rotated left.\nC: The cushion is below the green ball; the camera moved forward-left and rotated right.\nD: The cushion is above the green ball; the camera moved backward-left and rotated right.\nE: The cushion is above the green ball; the camera moved forward-left and rotated right.\nF: The cushion is above the green ball; the camera moved backward-left and rotated left.\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.'}]",SpatialCLI-Train,"{'ground_truth': 'A', 'style': 'rule'}","{'index': 37, 'record_id': 'mindcube-bench-6e5b4a071f858ea6', 'source_dataset': 'mindcube', 'source_type': 'MindCubeBench', 'answer': 'A', 'required_capabilities': 'GP', 'difficulty_bucket': 'medium', 'num_images': 2, 'num_options': 6, 'question': 'In the first image, does the beige headboard cushion on the left side of the bed appear above or below the green ball in the 2D image plane? Furthermore, what are the camera\'s translation direction and view rotation from the first image to the second?\nOptions:\nA: The cushion is above the green ball; the camera moved forward-left and rotated left.\nB: The cushion is below the green ball; the camera moved forward-left and rotated left.\nC: The cushion is below the green ball; the camera moved forward-left and rotated right.\nD: The cushion is above the green ball; the camera moved backward-left and rotated right.\nE: The cushion is above the green ball; the camera moved forward-left and rotated right.\nF: The cushion is above the green ball; the camera moved backward-left and rotated left.\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.', 'split': 'bench'}"
SpatialCLI-Train,"[{'role': 'user', 'content': '<image>\nBetween the white toilet and the metallic trash can, which object is closer to the camera, which is further to the right, and which is lower in the image?\nOptions:\nA: Closer: metallic trash can; Further right: metallic trash can; Lower: white toilet\nB: Closer: white toilet; Further right: white toilet; Lower: metallic trash can\nC: Closer: metallic trash can; Further right: metallic trash can; Lower: metallic trash can\nD: Closer: white toilet; Further right: metallic trash can; Lower: metallic trash can\nE: Closer: white toilet; Further right: metallic trash can; Lower: white toilet\nF: Closer: metallic trash can; Further right: white toilet; Lower: metallic trash can\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.'}]",SpatialCLI-Train,"{'ground_truth': 'D', 'style': 'rule'}","{'index': 38, 'record_id': 'refspatial-3D-reasoning_template_qa-2ab17035c2ca689c', 'source_dataset': 'refspatial', 'source_type': '3D/reasoning_template_qa', 'answer': 'D', 'required_capabilities': 'GD', 'difficulty_bucket': 'medium', 'num_images': 1, 'num_options': 6, 'question': 'Between the white toilet and the metallic trash can, which object is closer to the camera, which is further to the right, and which is lower in the image?\nOptions:\nA: Closer: metallic trash can; Further right: metallic trash can; Lower: white toilet\nB: Closer: white toilet; Further right: white toilet; Lower: metallic trash can\nC: Closer: metallic trash can; Further right: metallic trash can; Lower: metallic trash can\nD: Closer: white toilet; Further right: metallic trash can; Lower: metallic trash can\nE: Closer: white toilet; Further right: metallic trash can; Lower: white toilet\nF: Closer: metallic trash can; Further right: white toilet; Lower: metallic trash can\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.', 'split': 'bench'}"
